NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
South Davis Jr High,Five Points PCE Plume,0.8681577911618799,84010,UT,BOUNTIFUL,49011
Rocketship Mosaic Elementary,Lorentz Barrel & Drum Co.,0.8686262495208068,95122,CA,San Jose,6085
George Mayne Elementary,South Bay Asbestos Area,0.8686423733940326,95002,CA,Alviso,6085
WEST DALLAS J H,RSR Corp.,0.8687833857074606,75212,TX,DALLAS,48113
WEST DALLAS STEM SCHOOL,RSR Corp.,0.8687833857074606,75212,TX,DALLAS,48113
KELLOM ELEMENTARY SCHOOL,Omaha Lead,0.8695954652440291,68102,NE,OMAHA,31055
Robert F. Kennedy Elementary,Lorentz Barrel & Drum Co.,0.8697437836129267,95122,CA,San Jose,6085
Lowell Community Charter Public School,Silresim Chemical Corp.,0.8698682223641615,1854,MA,Lowell,25017
Secaucus Middle School,Lower Hackensack River,0.8700411810199439,7094,NJ,SECAUCUS,34017
Secaucus High School,Lower Hackensack River,0.8700411810199439,7094,NJ,SECAUCUS,34017
Lucille M. Nixon Elementary,Hewlett-Packard (620-640 Page Mill Road),0.8702286684350149,94305,CA,Stanford,6085
Pioneer Elem School,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.8711047979444271,60185,IL,West Chicago,17043
Bogalusa High School,Colonial Creosote,0.8718848910530359,70427,LA,Bogalusa,22117
La Canada High,Jet Propulsion Laboratory (NASA),0.8719669666150027,91011,CA,La Canada,6037
Coronado High School,Indian Bend Wash Area,0.872246788442304,85257,AZ,SCOTTSDALE,4013
Griffith Elementary School,"Motorola, Inc. (52nd Street Plant)",0.8730005688431594,85008,AZ,PHOENIX,4013
Luis Valdez Leadership Academy,Lorentz Barrel & Drum Co.,0.8730370206633429,95122,CA,San Jose,6085
College Connection Academy,Lorentz Barrel & Drum Co.,0.8730370206633429,95122,CA,San Jose,6085
LEAP HS Summer,Koppers Coke,0.8730578247053441,55104,MN,SAINT PAUL,27123
RICK SCHNEIDER MIDDLE,Geneva Industries/Fuhrmann Energy,0.873149447282155,77075,TX,HOUSTON,48201
John Henry High,United Heckathorn Co.,0.8731606272716189,94804,CA,Richmond,6013
FOLSOM ELEMENTARY SCHOOL,Arkla Terra Property,0.8733012300585323,33592,FL,THONOTOSASSA,12057
Quibbletown Middle School,"Chemsol, Inc.",0.8734817849893814,8854,NJ,PISCATAWAY,34023
Mary Bethune Elementary Literature/Technology,Agriculture Street Landfill,0.8740905563393311,70122,LA,New Orleans,22071
Hillsboro High School,Eagle Zinc Co Div T L Diamond,0.8741687412532182,62049,IL,Hillsboro,17135
PAUL R. SMITH MIDDLE SCHOOL,Stauffer Chemical Co. (Tarpon Springs),0.8743148026911919,34691,FL,HOLIDAY,12101
Carlos Pacheco,Sullivan's Ledge,0.8743798394661803,2746,MA,New Bedford,25005
Compass Academy Charter School,Former Kil-Tone Company,0.8743979830692445,8360,NJ,Vineland,34011
The Woodstock Academy,Linemaster Switch Corp.,0.874434874182519,6281,CT,Woodstock,9150
Pickens High,"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",0.8749418694229818,29671,SC,Pickens,45077
Oakcrest High School,D'Imperio Property,0.875376222624938,8330,NJ,MAYS LANDING,34001
Carver Elementary School,American Creosote DeRidder,0.8753811193442588,70634,LA,DeRidder,22011
HAMILTON ELEMENTARY SCHOOL,Sanford Dry Cleaners,0.8756604979992065,32771,FL,SANFORD,12117
EVIT - Scottsdale Vocational Center,Indian Bend Wash Area,0.8772023025487871,85257,AZ,SCOTTSDALE,4013
The Genius School,Keystone Corridor Ground Water Contamination,0.8775070971429266,46226,IN,Indianapolis,18097
GEO Next Generation Academy,Keystone Corridor Ground Water Contamination,0.8775070971429266,46226,IN,Indianapolis,18097
Mary Daly Elementary School,Lusher Street Ground Water Contamination,0.8775426392208073,46514,IN,Elkhart,18039
LAKE PARK ELEMENTARY SCHOOL,"Trans Circuits, Inc.",0.8780632609949952,33403,FL,LAKE PARK,12099
Puente Hills High,San Gabriel Valley (Area 4),0.8781416534354753,91746,CA,Hacienda Heights,6037
Goshen High School,North 5th Street Groundwater Contamination,0.8782271207059844,46526,IN,Goshen,18039
SOLVAY HIGH SCHOOL,Onondaga Lake,0.8782544790449116,13209,NY,SOLVAY,36067
Abraham Lincoln Elementary School,Estech General Chemical Company,0.8786826145472506,46327,IN,Hammond,18089
Washington School,"Curcio Scrap Metal, Inc.",0.8791782189541903,7663,NJ,Saddle Brook,34003
PS 18 EDWARD BUSH,Newtown Creek,0.8793564968816703,11206,NY,BROOKLYN,36047
Columbia Middle,"TRW Microwave, Inc. (Building 825)",0.8798114705288917,94085,CA,Sunnyvale,6085
Lodi High School,"Curcio Scrap Metal, Inc.",0.8808159579496257,7644,NJ,LODI,34003
Christopher Columbus School #8,"Curcio Scrap Metal, Inc.",0.8808436219105664,7026,NJ,GARFIELD,34003
The Excel Center,Memphis Defense Depot (DLA),0.8813620742959626,38106,TN,Memphis,47157
Renton Senior High School,Pacific Car & Foundry Co.,0.8815529442521115,98055,WA,Renton,53033
Fountaindale Elementary,Central Chemical (Hagerstown),0.8819568766951988,21742,MD,Hagerstown,24043
Cinnaminson High School,Cinnaminson Township (Block 702) Ground Water Contamination,0.8820177756494844,8077,NJ,CINNAMINSON,34005
BURNETT MIDDLE SCHOOL,Taylor Road Landfill,0.8825855953465864,33584,FL,SEFFNER,12057
Valley Community Day,San Gabriel Valley (Area 4),0.8826316127938556,91745,CA,Hacienda Heights,6037
Valley Alternative High (Continuation),San Gabriel Valley (Area 4),0.8826316127938556,91745,CA,Hacienda Heights,6037
COLLINS EL,Crystal Chemical Co.,0.882668091185022,77036,TX,HOUSTON,48201
AGUEDA JOHNSTON MIDDLE SCHOOL,Ordot Landfill,0.8827915103403425,96910,GU,ORDOT,66010
FREDERICKTOWN ELEM.,Madison County Mines,0.8828160435625027,63645,MO,FREDERICKTOWN,29123
BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,Newtown Creek,0.883256542826726,11206,NY,BROOKLYN,36047
Shirakawa (George Sr.) Elementary,Lorentz Barrel & Drum Co.,0.8841079150987793,95112,CA,San Jose,6085
Hudson Arts and Science Charter School,Riverside Industrial Park,0.8842640239164109,7032,NJ,Kearny,34017
Vestaburg Community Alternative Education School  Wyoming,Chem Central,0.8845328882129619,49509,MI,WYOMING,26081
HARRY STONE MONTESSORI ACADEMY,"Lane Plating Works, Inc.",0.8845545169992058,75216,TX,DALLAS,48113
ACADEMIR MIDDLE SCHOOL OF MATH AND SCIENCE,Homestead Air Force Base,0.8848390100264111,33033,FL,HOMESTEAD,12086
ACADEMIR CHARTER SCHOOL OF MATH AND SCIENCE,Homestead Air Force Base,0.8848390100264111,33030,FL,HOMESTEAD,12086
Granite Technical Institute,Wasatch Chemical Co. (Lot 6),0.8848495014696783,84115,UT,SALT LAKE CITY,49035
Headstart Preschool Special Education,Wasatch Chemical Co. (Lot 6),0.8848495014696783,84115,UT,SALT LAKE CITY,49035
Granite Preschool,Wasatch Chemical Co. (Lot 6),0.8848495014696783,84115,UT,SALT LAKE CITY,49035
Southington High School,Solvents Recovery Service of New England,0.8851549242486827,6489,CT,Southington,9110
Cheston El Sch,Industrial Lane,0.8853109389486944,18042,PA,Easton,42095
Malcolm White,Wells G&H,0.8854037937052444,1801,MA,Woburn,25017
VALLEY STREAM SOUTH HIGH SCHOOL,Peninsula Boulevard Ground Water Plume,0.8859684225055948,11581,NY,VALLEY STREAM,36059
HOMESTEAD SCHOOL,Genzale Plating Co.,0.8859711490989445,11530,NY,GARDEN CITY,36059
ANDREW T MORROW SCHOOL,Islip Municipal Sanitary Landfill,0.8859816190032903,11749,NY,ISLANDIA,36103
Eleanor N Johnson Middle,Blackburn and Union Privileges,0.8860261394471816,2081,MA,Walpole,25021
East Side High School,Pierson's Creek,0.8878814345764777,7105,NJ,NEWARK,34013
Northside Elementary School,T.H. Agriculture & Nutrition Co. (Albany Plant),0.888104792870269,31701,GA,Albany,13095
PARK AVENUE SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.8881859822817828,11590,NY,WESTBURY,36059
Van Deene Avenue Elementary,Montrose Chemical Corp.,0.8891033671354287,90502,CA,Torrance,6037
Appleton Technical Academy,"N.W. Mauthe Co., Inc.",0.8897103048249909,54914,WI,Appleton,55087
PS 123 SUYDAM,Newtown Creek,0.8897671206917781,11237,NY,BROOKLYN,36047
Sussex Academy,Georgetown North Groundwater,0.8903453352435919,19947,DE,Georgetown,10005
Bdote Learning Center,South Minneapolis Residential Soil Contamination,0.8904091746340649,55406,MN,MINNEAPOLIS,27053
BOULWARE SPRINGS CHARTER,Cabot/Koppers,0.8906853945987455,32609,FL,GAINESVILLE,12001
South Plainfield Middle School,"Cornell Dubilier Electronics, Inc.",0.8918549156248612,7080,NJ,SOUTH PLAINFIELD,34023
Bishop Elementary,"TRW Microwave, Inc. (Building 825)",0.8920004090367005,94085,CA,Sunnyvale,6085
Lee Montessori PCS - East End,Washington Navy Yard,0.8921118465127825,20020,DC,Washington,11001
Manasquan High School,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,0.8926422421430612,8736,NJ,Manasquan,34025
ROOSEVELT ELEMENTARY,Lehillier/Mankato Site,0.8927085710370506,56001,MN,MANKATO,27013
Kipp WAYS Primary Charter School,Westside Lead,0.8928722794208725,30314,GA,Atlanta,13121
KIPP WAYS Academy Charter School,Westside Lead,0.8928722794208725,30314,GA,Atlanta,13121
Therapeutic Education Collective (T,Oakdale Dump,0.8930885727830818,55128,MN,OAKDALE,27163
Mahatma K. Gandhi School,PJP Landfill,0.8931296026045545,7306,NJ,JERSEY CITY,34017
Foxview Intermediate,Better Brite Plating Chrome & Zinc Shops,0.8932575488718378,54115,WI,De Pere,55009
TAPP CHILDCARE CENTER,Sanford Dry Cleaners,0.8936415579001326,32771,FL,SANFORD,12117
TRAVIS INT,United Creosoting Co.,0.8937817230082848,77301,TX,CONROE,48339
Upper Moreland MS,Fischer & Porter Co.,0.8943622519475121,19040,PA,Hatboro,42091
Natick High,"Natick Laboratory Army Research, Development, and Engineering Center",0.8945099527066591,1760,MA,Natick,25017
IDEA JUDSON ACADEMY,"Eldorado Chemical Co., Inc.",0.8949885409991265,78233,TX,SAN ANTONIO,48029
IDEA JUDSON COLLEGE PREPARATORY,"Eldorado Chemical Co., Inc.",0.8949885409991265,78233,TX,SAN ANTONIO,48029
Venture Academy,Ogden Defense Depot (DLA),0.8951549536652359,84404,UT,MARRIOTT-SLATERVILLE CITY,49057
WARD MELVILLE SENIOR HIGH SCHOOL,"Lawrence Aviation Industries, Inc.",0.8956478698814807,11733,NY,EAST SETAUKET,36103
Washington High School,Beck's Lake,0.8960158716025203,46619,IN,South Bend,18141
Cerritos Elementary,San Fernando Valley (Area 4),0.8961535547600202,91205,CA,Glendale,6037
South Plainfield High School,"Cornell Dubilier Electronics, Inc.",0.8963835915405481,7080,NJ,SOUTH PLAINFIELD,34023
Le Mars Middle School,Highway 3 PCE,0.8965076698716998,51031,IA,Le Mars,19149
Fairfield High School,Fairfield Coal Gasification Plant,0.8967631462271402,52556,IA,Fairfield,19101
MARTINEZ C EL,South Cavalcade Street,0.8969244437881703,77009,TX,HOUSTON,48201
Cornell HS,Ohio River Park,0.897186515753374,15108,PA,Coraopolis,42003
Cornell El Sch,Ohio River Park,0.897186515753374,15108,PA,Coraopolis,42003
Brighton Elementary,Norfolk Naval Shipyard,0.8978239027649603,23704,VA,Portsmouth,51740
Excel Center - Hammond,MIDCO I,0.8988865244836073,46323,IN,Hammond,18089
Paramount School of Excellence South Bend,"Douglas Road/Uniroyal, Inc., Landfill",0.8990639392565355,46635,IN,South Bend,18141
ESCAMBIA JUVENILE DETENTION,Agrico Chemical Co.,0.8995066361531324,32501,FL,PENSACOLA,12033
GEORGE T. BAKER AVIATION TECHNICAL COLLEGE,Airco Plating Co.,0.8997945463909788,33142,FL,MIAMI,12086
Henry P. Becton Regional High School,Ventron/Velsicol,0.8998730784203486,7073,NJ,EAST RUTHERFORD,34003
PS 132 CONSELYEA SCHOOL (THE),Meeker Avenue Plume,0.9002575662736726,11211,NY,BROOKLYN,36047
CONSELYEA PREPARATORY SCHOOL,Meeker Avenue Plume,0.9002575662736726,11211,NY,BROOKLYN,36047
School 18,Fair Lawn Well Field,0.9003336572736153,7524,NJ,PATERSON,34031
Camden Prep Inc.,Welsbach & General Gas Mantle (Camden Radiation),0.900693150908057,8104,NJ,Camden,34007
Renaissance School,"N.W. Mauthe Co., Inc.",0.9008144021078035,54914,WI,Appleton,55087
JASPER H S,Hart Creosoting Company,0.9010934346749032,75951,TX,JASPER,48241
CARTHAGE SENIOR HIGH SCHOOL,Black River PCBs,0.901146816243459,13619,NY,CARTHAGE,36045
SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento Army Depot,0.9012734307128021,95820,CA,Sacramento,6067
Van Cleve Elementary School,West Troy Contaminated Aquifer,0.9013022998581021,45373,OH,Troy,39109
Bedford High,Naval Weapons Industrial Reserve Plant,0.9019411041648787,1730,MA,Bedford,25017
Hamilton High,Memphis Defense Depot (DLA),0.90241146783001,38106,TN,Memphis,47157
Lionheart Classical Academy Chartered Public School,South Municipal Water Supply Well,0.9024287578831582,3458,NH,Peterborough,33011
Vera Risdon Middle School,Quendall Terminals,0.9025592008455421,98056,WA,Newcastle,53033
NORTH KANSAS CITY HIGH,Armour Road,0.9027970915912543,64116,MO,KANSAS CITY,29047
Columbia MS Taylor Campus,UGI Columbia Gas Plant,0.9029519082919968,17512,PA,Columbia,42071
Another Course To College,Lower Neponset River,0.9035572666643148,2136,MA,Hyde Park,25025
Victory Elementary School,North 25th Street Glass and Zinc,0.9036221737430761,26301,WV,Clarksburg,54033
Mildred Magowan Elementary School,Cosden Chemical Coatings Corp.,0.9036516608910651,8010,NJ,EDGEWATER PARK,34005
KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"Martin Aaron, Inc.",0.9038260042848155,8103,NJ,Camden,34007
West Goshen Elementary School,North 5th Street Groundwater Contamination,0.9039023922793394,46526,IN,Goshen,18039
IRONDALE SENIOR HIGH,New Brighton/Arden Hills/TCAAP (USARMY),0.9042376511567248,55112,MN,NEW BRIGHTON,27123
DEASY SCHOOL,Li Tungsten Corp.,0.9043405621016581,11542,NY,GLEN COVE,36059
Franklin Elementary School,Riverside Industrial Park,0.9043515495322747,7032,NJ,KEARNY,34017
General Wayne El Sch,Paoli Rail Yard,0.9046667077578532,19355,PA,Malvern,42029
Akili Academy of New Orleans,Agriculture Street Landfill,0.9048239967435634,70122,LA,New Orleans,22071
Billings Multilingual Academy,Billings PCE,0.9048837737868264,59101,MT,Billings,30111
Billings Early College School,Billings PCE,0.9048837737868264,59101,MT,Billings,30111
Billings Opportunity School,Billings PCE,0.9048837737868264,59101,MT,Billings,30111
Copeland Middle School,Rockaway Borough Well Field,0.9058069879994879,7866,NJ,ROCKAWAY,34027
Wayne County Technology Center,Mallory Capacitor Co.,0.906147648441212,38485,TN,Waynesboro,47181
Edgewood Elementary Academy,Peerless Plating Co.,0.906169918590102,49444,MI,MUSKEGON,26121
Whitney E. Houston Academy,U.S. Radium Corp.,0.9061868191311424,7017,NJ,EAST ORANGE,34013
Grandview Elementary School,Caldwell Trucking Co.,0.906911832889215,7006,NJ,N CALDWELL,34013
Madison Preparatory Academy,Capitol Lakes,0.9069228163286677,70802,LA,Baton Rouge,22033
United Technical Center,North 25th Street Glass and Zinc,0.90752143195189,26301,WV,Clarksburg,54033
Madison Student Support Center,NL Industries/Taracorp Lead Smelter,0.9075262338244534,62060,IL,Madison,17119
Lumberton Middle School,Landfill & Development Co.,0.9076111999389946,8048,NJ,LUMBERTON,34005
West High,"N.W. Mauthe Co., Inc.",0.9077100064752524,54914,WI,Appleton,55087
Haverford SHS,Havertown PCP,0.9079768893943038,19083,PA,Havertown,42045
Sterling Montessori Academy,"Koppers Co., Inc. (Morrisville Plant)",0.9081733057908892,27560,NC,Morrisville,37183
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,Gowanus Canal,0.9086472932416285,11201,NY,BROOKLYN,36047
URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE (THE),Gowanus Canal,0.9086472932416285,11201,NY,BROOKLYN,36047
BOOKER T. WASHINGTON,Griggs & Walnut Ground Water Plume,0.9096508397403998,88001,NM,LAS CRUCES,35013
Robert C. Fisler Elementary,McColl,0.9106811898297053,92833,CA,Fullerton,6059
LINCOLN ELEMENTARY SCHOOL,Hastings Ground Water Contamination,0.9107647987248095,68901,NE,HASTINGS,31001
Jackson River Governor's School,Kim-Stan Landfill,0.9108969310117114,24422,VA,Clifton Forge,51005
Bryson Avenue Elementary,Southern Avenue Industrial Area,0.9113188074107826,90280,CA,South Gate,6037
McKinley School,Billings PCE,0.9123030381073811,59101,MT,Billings,30111
Red Bank Elementary School,"Matteo & Sons, Inc.",0.9124701668232064,8086,NJ,WEST DEPTFORD,34015
Wilson Avenue School,Pierson's Creek,0.9127100499294155,7108,NJ,NEWARK,34013
Heights High,57th and North Broadway Streets Site,0.9127402511041051,67219,KS,Wichita,20173
ACADEMY CHARTER SCHOOL-UNIONDALE,Old Roosevelt Field Contaminated Ground Water Area,0.9128508169702931,11553,NY,UNIONDALE,36059
Ben Eielson Jr/Sr High School,Eielson Air Force Base,0.9132198854455205,99702,AK,Eielson AFB,2090
Owen Valley Community High School,Franklin Street Groundwater Contamination,0.9133292439202314,47460,IN,Spencer,18119
TEAM Academy Charter School,White Chemical Corp.,0.9138218073269696,7102,NJ,NEWARK,34013
HAMLINE ELEMENTARY SCHOOL,Koppers Coke,0.9138301166558834,55104,MN,SAINT PAUL,27123
Savoy ES,Washington Navy Yard,0.9141203852643164,20020,DC,Washington,11001
FALKENBURG ROAD JAIL,Reeves Southeastern Galvanizing Corp.,0.9146104945419605,33619,FL,TAMPA,12057
Elkton High,Dwyer Property Ground Water Plume,0.9148099142638231,21921,MD,Elkton,24015
IS 93 RIDGEWOOD,Wolff-Alport Chemical Company,0.914835489760305,11385,NY,RIDGEWOOD,36081
Maywood Elementary,Pemaco Maywood,0.9149290420969801,90270,CA,Maywood,6037
JAMES S EVANS ELEMENTARY SCHOOL,Wappinger Creek,0.9150251396694754,12590,NY,WAPPINGERS FALLS,36027
ANNA MERRITT ELEMENTARY SCHOOL,Eighteenmile Creek,0.9151553689022892,14094,NY,LOCKPORT,36063
Hunter Huss High,Davis Park Road TCE,0.9153096009934214,28052,NC,Gastonia,37071
Cape May County Technical High School,Williams Property,0.9156828540026729,8210,NJ,CAPE MAY COURT HOUSE,34009
Godwin Heights Middle School,Chem Central,0.9160126164393618,49548,MI,GRAND RAPIDS,26081
Peter G Schmidt Elementary,Palermo Well Field Ground Water Contamination,0.9161046427182904,98501,WA,Tumwater,53067
MOUNDS VIEW SENIOR HIGH,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.9162021584554408,55112,MN,ARDEN HILLS,27123
Selkirk Middle School,Greenacres Landfill,0.9162748663679301,99016,WA,Liberty Lake,53063
James Mastricola Upper Elementary School,New Hampshire Plating Co.,0.9168373617070735,3054,NH,Merrimack,33011
Dry Hollow Elementary School,Union Pacific Railroad Co. Tie-Treating Plant,0.9169375178246186,97058,OR,The Dalles,41065
California Avenue Elementary,Riverbank Army Ammunition Plant,0.9172494675903868,95367,CA,Riverbank,6099
Charles Street School,Swope Oil & Chemical Co.,0.9173214232939452,8065,NJ,PALMYRA,34005
Bonneville School,700 South 1600 East PCE Plume,0.9173981356797167,84108,UT,SALT LAKE CITY,49035
Benjamin Franklin Elementary Sch,Federated Metals Corp Whiting,0.9175695857968685,46394,IN,Whiting,18089
Thomas W. Wallace Jr. Middle School,"Vineland Chemical Co., Inc.",0.9177242289866187,8360,NJ,VINELAND,34011
Eastwood Elementary School,Lane Street Ground Water Contamination,0.9177497101370697,46514,IN,Elkhart,18039
Hatboro-Horsham SHS,Willow Grove Naval Air and Air Reserve Station,0.9179144589701224,19044,PA,Horsham,42091
ORDOT CHALAN PAGO ELEMENTARY SCHOOL,Ordot Landfill,0.9180205316307831,96910,GU,ORDOT,66010
Hillandale Elementary,General Electric Co/Shepherd Farm,0.918256333209548,28726,NC,East Flat Rock,37089
West Seattle High School,Pacific Sound Resources,0.9182657182766941,98116,WA,SEATTLE,53033
Dr. Edward Fitzgerald Elementary,"Rockets, Fireworks, and Flares (RFF)",0.9187836354026561,92377,CA,Rialto,6071
HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY-HOUSTON,Sol Lynn/Industrial Transformers,0.9188843771679311,77054,TX,HOUSTON,48201
Millsboro Middle School,NCR Corp. (Millsboro Plant),0.9190130463460608,19966,DE,Millsboro,10005
Adult Transition Services,Shiawassee River,0.9190560110202877,48843,MI,HOWELL,26093
DODGE ELEMENTARY SCHOOL,Cleburn Street Well,0.9200895886047814,68801,NE,GRAND ISLAND,31079
Waverley Elementary,Fort Detrick Area B Ground Water,0.9201275994312076,21702,MD,Frederick,24021
School #3,Quanta Resources,0.9203748805912182,7010,NJ,CLIFFSIDE PARK,34003
NORTHSIDE ELEMENTARY SCHOOL,Liberty Industrial Finishing,0.9204916610723276,11735,NY,FARMINGDALE,36059
Church Creek Elementary,Bush Valley Landfill,0.9205123736577512,21017,MD,Belcamp,24025
GULFSTREAM ACADEMY OF HALLANDALE BEACH,Petroleum Products Corp.,0.9211395310205609,33009,FL,HALLANDALE BEACH,12011
Vernon Center Middle School,Precision Plating Corp.,0.9213106470662067,6066,CT,Vernon,9110
Moccasin Elementary School,Electrovoice,0.9217213013361005,49107,MI,BUCHANAN,26021
Arrow Academy of Excellence,Former Custom Cleaners,0.9227759062156179,38111,TN,Memphis,47157
Stratford High School,"Raymark Industries, Inc.",0.9228768315092798,6615,CT,Stratford,9120
Lincoln International Studies School,"Auto Ion Chemicals, Inc.",0.9228993642043885,49007,MI,KALAMAZOO,26077
Bronson JrSr High School,North Bronson Industrial Area,0.9232473478259206,49028,MI,BRONSON,26023
Adrian Wilcox High,National Semiconductor Corp.,0.9234105506967722,95051,CA,Santa Clara,6085
Bishop Elementary,"Advanced Micro Devices, Inc.",0.9234811095816856,94085,CA,Sunnyvale,6085
Roosevelt Elementary School,Woodbrook Road Dump,0.9235665411998368,7080,NJ,SOUTH PLAINFIELD,34023
Francis T. Evans Elementary,Andrews Air Force Base,0.9237197987670084,20735,MD,Clinton,24033
Mancelona Elementary School,Tar Lake,0.9247005557803791,49659,MI,MANCELONA,26009
Samsel Upper Elementary School,Global Sanitary Landfill,0.9249095699024066,8859,NJ,PARLIN,34023
Yavapai Elementary School,Indian Bend Wash Area,0.9249778986939993,85257,AZ,SCOTTSDALE,4013
Bobby's Run Elementary School,Landfill & Development Co.,0.9250384414675089,8048,NJ,LUMBERTON,34005
Marlboro Memorial Middle School,"Imperial Oil Co., Inc./Champion Chemicals",0.9252379501187482,7751,NJ,MORGANVILLE,34025
Sheridan Road,"Motor Wheel, Inc.",0.9253818644511829,48906,MI,LANSING,26037
Fairwood Elementary School,Chem-Dyne,0.9255923471966686,45011,OH,Hamilton,39017
J. Garfield Jackson Sr. Academy,Orange Valley Regional Ground Water Contamination,0.9257846271391205,7017,NJ,EAST ORANGE,34013
Carmack,Newmark Ground Water Contamination,0.9262069467765943,92407,CA,San Bernardino,6071
Cincinnati Classical Academy,"Pristine, Inc.",0.9264375832547861,45215,OH,Cincinnati,39061
Grant Elementary,Sheboygan Harbor & River,0.9270815431565291,53081,WI,Sheboygan,55117
Simmons El Sch,Willow Grove Naval Air and Air Reserve Station,0.9272563122056569,19044,PA,Horsham,42091
Trinity Day Academy,New Bedford Site,0.928045658144192,2740,MA,New Bedford,25005
James Avant Elementary School,Old American Zinc Plant,0.9281269448680551,62204,IL,Washington Pk,17163
Columbus School,"Curcio Scrap Metal, Inc.",0.9281340754394953,7644,NJ,LODI,34003
PS 39 HENRY BRISTOW,Gowanus Canal,0.9283415809058851,11215,NY,BROOKLYN,36047
Malaga Elementary,"Purity Oil Sales, Inc.",0.9285462498334944,93725,CA,Fresno,6019
Winslow Township Elementary School Five,Lightman Drum Company,0.929595005889419,8009,NJ,BERLIN,34007
Doyline High School,Louisiana Army Ammunition Plant,0.9298298380883627,71023,LA,Doyline,22119
Eleanor Rush Intermediate School,Cinnaminson Township (Block 702) Ground Water Contamination,0.9299231526859563,8077,NJ,CINNAMINSON,34005
A-TECH HIGH SCHOOL,Meeker Avenue Plume,0.9309883755462954,11222,NY,BROOKLYN,36047
Herbert Hoover High,San Fernando Valley (Area 2),0.9310022033105674,91202,CA,Glendale,6037
West Rocks Middle School,Kellogg-Deering Well Field,0.9313971409521719,6851,CT,Norwalk,9190
Stevenson Elementary,"CTS Printex, Inc.",0.9314039484064293,94043,CA,Mountain View,6085
Graceland Park/O'Donnell Heights Elementary/Middle,Kane & Lombard Street Drums,0.9316994758007705,21224,MD,Baltimore,24510
STRIVE Academy,Selma Treating Co.,0.9319060057515489,93662,CA,Selma,6019
New Bedford High,Sullivan's Ledge,0.9319934468460107,2740,MA,New Bedford,25005
HAUPPAUGE MIDDLE SCHOOL,Islip Municipal Sanitary Landfill,0.9326205294334402,11788,NY,HAUPPAUGE,36103
duPont (H.B.) Middle School,Hockessin Groundwater,0.933217648707891,19707,DE,Hockessin,10003
PS 81 JEAN PAUL RICHTER,Wolff-Alport Chemical Company,0.9333037107751725,11385,NY,GLENDALE,36081
GATES ELEMENTARY SCHOOL,Parkview Well,0.9336768433079192,68803,NE,GRAND ISLAND,31079
San Miguel Elementary,Monolithic Memories,0.933943922783816,94085,CA,Sunnyvale,6085
West Hills S.T.E.M. Academy,Puget Sound Naval Shipyard Complex,0.93448133056563,98312,WA,Bremerton,53035
Valley Elementary School,Lammers Barrel,0.9346103075187738,45434,OH,Beavercreek,39057
Elizabeth Learning Center,Jervis B. Webb Co.,0.9354024664754759,90201,CA,Cudahy,6037
COOK MIDDLE,Jones Road Ground Water Plume,0.935438368758296,77064,TX,HOUSTON,48201
Bryson Avenue Elementary,Jervis B. Webb Co.,0.935515313470781,90280,CA,South Gate,6037
Believe Memphis Academy Charter School,Memphis Defense Depot (DLA),0.9358457659011746,38106,TN,Memphis,47157
WESTWOOD ELEMENTARY,Waite Park Wells,0.9362280853271648,56303,MN,SAINT CLOUD,27145
Washington Elementary School,Centralia Municipal Landfill,0.9364987871557646,98531,WA,Centralia,53041
East Park Elementary School,Sharon Steel Corp (Fairmont Coke Works),0.9371567354677538,26554,WV,Fairmont,54049
LOOSCAN EL,North Cavalcade Street,0.937326386991462,77009,TX,HOUSTON,48201
STEPHENSEN ELEMENTARY SCHOOL,Mountain Home Air Force Base,0.9376893303328525,83648,ID,MOUNTAIN HOME AFB,16039
Marshall Middle School,Iron Horse Park,0.9377991095146545,1821,MA,Billerica,25017
Hook Elementary School,West Troy Contaminated Aquifer,0.9378630216667325,45373,OH,Troy,39109
Middlesex High School,Middlesex Sampling Plant (USDOE),0.9382808535825587,8846,NJ,MIDDLESEX,34023
Parkview School,Portland Cement (Kiln Dust 2 & 3),0.9383235666809792,84104,UT,SALT LAKE CITY,49035
Valentine Hills Elementary,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.9383865242921293,55112,MN,ARDEN HILLS,27123
Coronado Elementary,United Heckathorn Co.,0.9384835395517718,94804,CA,Richmond,6013
SUCCESS ACADEMY CHARTER SCHOOL-BUSHWICK,Wolff-Alport Chemical Company,0.9385391806792964,11221,NY,BROOKLYN,36047
Project Before at Selover School,Raritan Bay Slag,0.9386973488103696,8879,NJ,South Amboy,34023
Wilmer Amina Carter High,"Rockets, Fireworks, and Flares (RFF)",0.9387905180561461,92377,CA,Rialto,6071
