NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
INLET GROVE COMMUNITY HIGH SCHOOL,"Trans Circuits, Inc.",0.8294095407449423,33404,FL,RIVIERA BEACH,12099
Jefferson Elementary,Brewer Gold Mine,0.8294910483070034,29718,SC,Jefferson,45025
MATTHEW W. GILBERT MIDDLE SCHOOL,Kerr-McGee Chemical Corp - Jacksonville,0.8303856451536495,32206,FL,JACKSONVILLE,12031
Kirby's Mill Elementary School,Ellis Property,0.830455612902986,8055,NJ,MEDFORD,34005
AQUILA ELEMENTARY,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.8311939607934454,55426,MN,SAINT LOUIS PARK,27053
Beardsley Elementary School,Main Street Well Field,0.8312308477789778,46514,IN,Elkhart,18039
St. Helena Elementary,Norfolk Naval Shipyard,0.8316047111297483,23523,VA,Norfolk,51710
Uintah School,700 South 1600 East PCE Plume,0.8322394347726628,84105,UT,SALT LAKE CITY,49035
Theodore Roosevelt School No. 10,Garfield Ground Water Contamination,0.8327555597515167,7055,NJ,Passaic,34031
SULLIVAN ELEMENTARY,South Minneapolis Residential Soil Contamination,0.832819697988594,55406,MN,MINNEAPOLIS,27053
Anishinabe Academy Elementary,South Minneapolis Residential Soil Contamination,0.832819697988594,55406,MN,MINNEAPOLIS,27053
Charles N Scott Middle School,MIDCO I,0.8332194421191776,46323,IN,Hammond,18089
Alpha: Cornerstone Academy Preparatory,Lorentz Barrel & Drum Co.,0.8336556404419171,95122,CA,San Jose,6085
Lincoln Elementary School,Chemical Insecticide Corp.,0.8342300945861496,8817,NJ,EDISON,34023
PORT JEFFERSON MIDDLE SCHOOL,"Lawrence Aviation Industries, Inc.",0.8350145815930897,11777,NY,PORT JEFFERSON,36103
Bell Gardens Elementary,Jervis B. Webb Co.,0.8351005361488932,90201,CA,Bell Gardens,6037
SANTO FORTE J H,Sandy Beach Road Ground Water Plume,0.8354005176354506,76020,TX,AZLE,48439
West De Pere Intermediate School,Better Brite Plating Chrome & Zinc Shops,0.835549456932868,54115,WI,De Pere,55009
WESTSIDE ELEMENTARY SCHOOL,Iowa-Nebraska Light & Power Co,0.835984769810578,68701,NE,NORFOLK,31119
PS 110 MONITOR (THE),Newtown Creek,0.8360115036090666,11222,NY,BROOKLYN,36047
Claremont School,Kane & Lombard Street Drums,0.8360517530089809,21205,MD,Baltimore,24510
PS 321 WILLIAM PENN,Gowanus Canal,0.8365533669328804,11215,NY,BROOKLYN,36047
AGAPITO ROSARIO ROSARIO,Vega Baja Solid Waste Disposal,0.8365601943258137,693,PR,VEGA BAJA,72145
Dwight D. Eisenhower Elementary,Intersil Inc./Siemens Components,0.837705673536003,95051,CA,Santa Clara,6085
Lafayette Early Childhood Center,Beck's Lake,0.837921846031725,46619,IN,South Bend,18141
Cradock Technical & Career Center,St. Juliens Creek Annex (U.S. Navy),0.8381516484769953,23702,VA,Portsmouth,51740
OLD BETHPAGE SCHOOL,Old Bethpage Landfill,0.8387646299421195,11804,NY,OLD BETHPAGE,36059
Forrest Edwin Sch,Metal Banks,0.8390220456473773,19136,PA,Philadelphia,42101
J. Harley Bonds Career Center,Elmore Waste Disposal,0.84006980076043,29650,SC,Greer,45045
Washington Irving Mid Sch Math Music and Engr Magnet,San Fernando Valley (Area 4),0.8411865814101205,90065,CA,Los Angeles,6037
Harrison High School,Diamond Head Oil Refinery Div.,0.8417017375688263,7029,NJ,HARRISON,34017
Avona El Sch,Industrial Lane,0.8420044379358432,18042,PA,Easton,42095
Whaling City Junior/Senior High School,New Bedford Site,0.8422180631645491,2740,MA,New Bedford,25005
Elder Creek Elementary,Sacramento Army Depot,0.8422407826631348,95824,CA,Sacramento,6067
Grandview Elementary School,Unimatic Manufacturing Corporation,0.842591732325538,7006,NJ,N CALDWELL,34013
Eugene M Nikkari Elementary,Velsicol Chemical Corp.(Michigan),0.8426239216884343,48880,MI,SAINT LOUIS,26057
Dumbarton Elementary,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.8434880828721875,23228,VA,Richmond,51087
RIVERDALE COUNTRY DAY SCHOOL,Harris Corp. (Palm Bay Plant),0.8436988360657949,32905,FL,PALM BAY,12009
Lincoln Intermediate,Mason City Coal Gasification Plant,0.8437371421299612,50401,IA,Mason City,19033
Kratt Elementary,Industrial Waste Processing,0.8438338694815942,93704,CA,Fresno,6019
Edison Academy,"Auto Ion Chemicals, Inc.",0.8441293669525453,49001,MI,KALAMAZOO,26077
J. Christian Bollwage Finance Academy,Chemical Control,0.8444020498321599,7202,NJ,Elizabeth,34039
Davisville Middle School,Davisville Naval Construction Battalion Center,0.8448282447903913,2852,RI,North Kingstown,44009
Community School For Apprenticeship Learning,Capitol Lakes,0.8456450467606029,70802,LA,Baton Rouge,22033
Fairfield Middle School,Fairfield Coal Gasification Plant,0.845673922827672,52556,IA,Fairfield,19101
Central Haywood High,"Benfield Industries, Inc.",0.8459356896508691,28786,NC,Waynesville,37087
Glyndale Elementary School,Brunswick Wood Preserving,0.8466602200910767,31525,GA,Brunswick,13127
PS 88 SENECA,Wolff-Alport Chemical Company,0.8470345226921946,11385,NY,RIDGEWOOD,36081
Wilson Area Intermediate Sch,Industrial Lane,0.8473877028812364,18042,PA,Easton,42095
North Park Elementary,Newmark Ground Water Contamination,0.8488563800844372,92407,CA,San Bernardino,6071
Sonia Sotomayor School No 25,Chemical Control,0.8490062870635326,7206,NJ,ELIZABETH,34039
PS 116 ELIZABETH L FARRELL,Wolff-Alport Chemical Company,0.8490811100881737,11237,NY,BROOKLYN,36047
Maya Angelou PCS - Academy at DC Jail,Washington Navy Yard,0.8494847805280974,20003,DC,Washington,11001
DC Department of Corrections,Washington Navy Yard,0.8494847805280974,20003,DC,Washington,11001
Camp Allen Elementary,Norfolk Naval Base (Sewells Point Naval Complex),0.8497550167463598,23505,VA,Norfolk,51710
